MovielID,Name,Gnere,Introduction,Director,Writers,Stars
111,Taxi Driver (1976) ,Crime|Drama,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action by attempting to liberate a presidential campaign worker and an underage prostitute.",Martin Scorsese,Paul Schrader,Robert De Niro|Jodie Foster|Cybill Shepherd
112,Hung fan kui (1995) ,Action|Comedy|Crime,A young man visiting and helping his uncle in New York City finds himself forced to fight a street gang and the mob with his martial art skills.,Stanley Tong,Edward Tang|Fibe Ma,Jackie Chan|Anita Mui|Françoise Yip
113,Before and After (1996) ,Crime|Drama|Mystery,Two parents deal with the effects when their son is accused of murdering his girlfriend.,Barbet Schroeder,Rosellen Brown|Ted Tally,Meryl Streep|Liam Neeson|Edward Furlong
114,Margaret's Museum (1995) ,Drama,"Margaret MacNiel, a girl living in a Cape Breton coal mining town, finds her life changing when she meets Neil Currie, a cheerful bagpipe-playing dishwasher. Unfortunately, neither of them are able to escape the industry around them.",Mort Ransen,Sheldon Currie|Gerald Wexler,Helena Bonham Carter|Kate Nelligan|Clive Russell
115,Le bonheur est dans le pré (1995) ,Comedy,"Francis, the boss of a small plumbing supply company, is harassed by tax collectors, striking employees, and an impossible wife and daughter. His only joy is sharing lunch with his friend 
                    ",Étienne Chatiliez,Florence Quentin,Michel Serrault|Eddy Mitchell|Sabine Azéma
116,Anne Frank Remembered (1995) ,Documentary|Biography|War,"Using previously unreleased archival material in addition to contemporary interviews, this academy award-winning documentary tells the story of the Frank family and presents the first 
                    ",Jon Blair,Jon Blair|Anne Frank,Kenneth Branagh|Glenn Close|Janny Brandes-Brilslijper
117,The Young Poisoner's Handbook (1995) ,Crime|Drama,"This film is based on a true story about a British teenager who allegedly poisoned family, friends, and co-workers. Graham is highly intelligent, but completely amoral. He becomes 
                    ",Benjamin Ross,Jeff Rawle|Benjamin Ross,Hugh O'Conor|Antony Sher|Tobias Arnold
118,If Lucy Fell (1996) ,Comedy|Romance,"Two NYC roomies have a pact to jump off Brooklyn Bridge, if they haven't found life partners before she's 30. That's less than a month away.",Eric Schaeffer,Eric Schaeffer|Tony Spiridakis,Sarah Jessica Parker|Eric Schaeffer|Ben Stiller
119,Steal Big Steal Little (1995) ,Comedy,"Ruben and Robby are twin brothers, adopted by Mona, one of the wealthiest - and most eccentric - women in Santa Barbara. Ruben is devoted to Mona, but Robby is more devoted to her money. So
                    ",Andrew Davis,Andrew Davis|Teresa Tucker-Davies,Andy Garcia|Alan Arkin|Rachel Ticotin
120,Race the Sun (1996) ,Adventure|Comedy|Drama,"A bunch of high school misfits in Hawaii, introduced by their new teacher, attend a science fair in which they draw up inspiration to build their own solar car and win a trip to compete in the 1990 World Solar Challenge in Australia.",Charles T. Kanganis,Barry Morrow,Halle Berry|Jim Belushi|Bill Hunter
121,The Boys of St. Vincent (1992) ,Drama,The true story of boys being sexually abused at their orphanage ran by a religious community in Newfoundland.,John N. Smith,Des Walsh|John N. Smith,Henry Czerny|Johnny Morina|Brian Dooley
122,Boomerang (1992) ,Comedy|Drama|Romance,A successful executive and womanizer finds his lifestyle choices have turned back on him when his new female boss turns out to be an even bigger deviant than he is.,Reginald Hudlin,Barry W. Blaustein|David Sheffield,Eddie Murphy|Robin Givens|Halle Berry
123,Chung Hing sam lam (1994) ,Comedy|Crime|Drama,"Two melancholy Hong Kong policemen fall in love: one with a mysterious female underworld figure, the other with a beautiful and ethereal server at a late-night restaurant he frequents.",Kar-Wai Wong,Kar-Wai Wong,Brigitte Lin|Takeshi Kaneshiro|Tony Chiu-Wai Leung
124,L'uomo delle stelle (1995) ,Drama|Romance,A photographer and the types of people he encounters.,Giuseppe Tornatore,Giuseppe Tornatore|Fabio Rinaudo,Sergio Castellitto|Tiziana Lodato|Franco Scaldati
125,Flirting with Disaster (1996) ,Comedy,"A young man, his wife, and his incompetent case worker travel across country to find his birth parents.",David O. Russell,David O. Russell,Ben Stiller|Patricia Arquette|Téa Leoni
126,Die unendliche Geschichte III: Rettung aus Phantasien (1994) ,Adventure|Comedy|Family,A young boy must restore order when a group of bullies steal the magical book that acts as a portal between Earth and the imaginary world of Fantasia.,Peter MacDonald,Jeff Lieberman|Karin Howard,Jason James Richter|Melody Kay|Jack Black
127,Samt El Qusur (1994) ,Drama,"As she grows up, Alia (the daughter of housemaid Khedija) learns the secrets of the peaceful palace where she and her mother live.",Moufida Tlatli,Nouri Bouzid|Moufida Tlatli,Hind Sabri|Ghalya Lacroix|Nejia Ouerghi
128,Jupiter's Wife (1995) ,Documentary|Biography|Mystery,"Michel Negroponte, a documentary filmmaker, meets Maggie one day in Central Park. Maggie claims to be married to the god Jupiter and the daughter of actor Robert Ryan. Michel gets to know 
                    ",Michel Negroponte,Gabriel Morgan|Michel Negroponte,Maggie Cogan|Katina Pendleton
129,Pie in the Sky (1995) ,Comedy|Romance,A whimsical saga of a young man whose two life-consuming passions are unraveling traffic gridlock and an avant-garde dancer. A romantic comedy.,Bryan Gordon,Bryan Gordon,Josh Charles|Anne Heche|John Goodman
130,Angela (1995) ,Drama,Rebecca Miller's riveting drama examines how two sisters cope with their mother's mental illness.,Rebecca Miller,Rebecca Miller,Miranda Rhyne|Charlotte Eve Blythe|Anna Thomson
131,Frankie Starlight (1995) ,Drama|Romance|War,"A writer with dwarfism shares the story of his unconventional, though not altogether bad, upbringing as his mother struggled to raise him in the mid 20th century, with the help of a surrogate father.",Michael Lindsay-Hogg,Ronan O'Leary|Chet Raymo,Matt Dillon|Anne Parillaud|Gabriel Byrne
132,Jade (1995) ,Crime|Drama|Thriller,"A bright assistant D.A. investigates a gruesome hatchet murder and hides a clue he found at the crime scene. Under professional threats and an attempt on his life, he goes on heartbroken because evidence point to the woman he still loves.",William Friedkin,Joe Eszterhas,David Caruso|Linda Fiorentino|Chazz Palminteri
133,Nueba Yol (1995) ,Comedy|Drama,"The humble and hardworking Orodoto Balbuena finally gets an opportunity of realizing his lifelong dream of reaching New York and living the ""American Dream"", but soon finds out that things aren't as pretty as he thought.",Ángel Muñiz,Ángel Muñiz,Luisito Martí|Caridad Ravelo|Raúl Carbonell
134,Sonic Outlaws (1995) ,Documentary,"Within days after the release of Negativland's clever parody of U2 and Casey Kasem, recording industry giant Island Records descended upon the band with a battery of lawyers intent on 
                    ",Craig Baldwin,,Lloyd Dunn|Chris Grigg|Mark Hosler
135,Down Periscope (1996) ,Comedy,"Lt. Cmdr. Tom Dodge is assigned as Captain to the USS Stingray, an old diesel driven submarine that has seen better days.",David S. Ward,Hugh Wilson|Andrew Kurtzman,Kelsey Grammer|Lauren Holly|Rob Schneider
136,From the Journals of Jean Seberg (1995) ,Documentary|Biography,"Mark Rappaport's creative bio-pic about actress Jean Seberg is presented in a first-person, autobiographical format (with Seberg played by Mary Beth Hurt). He seamlessly interweaves cinema,
                    ",Mark Rappaport,Mark Rappaport,Mary Beth Hurt|Jean Seberg
137,Man of the Year (1995) ,Comedy|Romance,"Mockumentary look at Playgirl Magazine centerfold and 1992 Man of the Year, Dirk Shafer, who kept it a secret from the magazine that he is gay. Most of the film is a fictionalized retelling
                    ",Dirk Shafer,Dirk Shafer,Vivian Paxton|Claudette Sutherland|Michael Ornstein
138,The Neon Bible (1995) ,Drama,"While on a train, a teenage boy thinks about his life and the flamboyant aunt whose friendship acted as an emotional shield from his troubled family. This film evokes the haunting quality 
                    ",Terence Davies,Terence Davies|John Kennedy Toole,Jacob Tierney|Drake Bell|Gena Rowlands
139,Target (1995) ,Drama,Add a Plot »,Sandip Ray,Sandip Ray|Satyajit Ray,Mohan Agashe|Barun Chakraborty|Champa
140,Up Close and Personal             ,Talk-Show,Add a Plot »,,,
141,The Birdcage (1996) ,Comedy,A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancée's right-wing moralistic parents.,Mike Nichols,Jean Poiret|Francis Veber,Robin Williams|Nathan Lane|Gene Hackman
142,Cienie (1988) ,Drama|War,"During the Second World War, tens of thousands of blonde, blue-eyed Polish children were snatched from their parents and given to German families. Lebensborn was part of Hitler's plan to 
                    ",Jerzy Kaszubowski,Jerzy Kaszubowski,Zygmunt Bielawski|Jerzy Binczycki|Mieczyslaw Janowski
143,Gospa (1995) ,Drama|History,"In 1981 in Medjugorje (BA), a group of kids claim that Virgin Mary appeared to them on a hill. The local priest believes them and spreads the word. Religious tourism blossoms. The communist government is concerned and arrests the priest.",Jakov Sedlar,Ivan Aralica|Paul Gronseth,Martin Sheen|Michael York|Morgan Fairchild
144,The Brothers McMullen (1995) ,Comedy|Drama|Romance,"Three Irish Catholic brothers from Long Island struggle to deal with love, marriage, and infidelity.",Edward Burns,Edward Burns,Jack Mulcahy|Michael McGlone|Edward Burns
145,Bad Boys (1995) ,Action|Comedy|Crime,Two hip detectives protect a witness to a murder while investigating a case of stolen heroin from the evidence storage room from their police precinct.,Michael Bay,George Gallo|Michael Barrie,Will Smith|Martin Lawrence|Lisa Boyle
146,The Amazing Panda Adventure (1995) ,Adventure|Drama|Family,A young American boy visiting in China helps his zoologist father rescue a panda cub from unscrupulous poachers while his panda reserve is threatened with closure from officious bureaucrats.,Christopher Cain,John Wilcox|Steven Alldredge,Stephen Lang|Ryan Slater|Yi Ding
147,The Basketball Diaries (1995) ,Biography|Crime|Drama,A teenager finds his dreams of becoming a basketball star threatened after he free falls into the harrowing world of drug addiction.,Scott Kalvert,Jim Carroll|Bryan Goluboff,Leonardo DiCaprio|Lorraine Bracco|Marilyn Sokol
148,An Awfully Big Adventure (1995) ,Comedy|Drama|Romance,"Set right after World War II, a naive teenage girl joins a shabby theatre troupe in Liverpool. During a winter production of Peter Pan, the play quickly turns into a dark metaphor for youth
                    ",Mike Newell,Beryl Bainbridge|Charles Wood,Hugh Grant|Alan Rickman|Georgina Cates
149,Amateur (1994) ,Comedy|Crime|Drama,"An amnesiac wakes up on an NYC alley. He meets Isabelle, an ex nun now erotic writer, at a diner and follows her home. She helps him find his identity. Then there's Sofia, the porn star.",Hal Hartley,Hal Hartley,Isabelle Huppert|Martin Donovan|Elina Löwensohn
150,Apollo 13 (1995) ,Adventure|Drama|History,NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.,Ron Howard,Jim Lovell|Jeffrey Kluger,Tom Hanks|Bill Paxton|Kevin Bacon
151,Rob Roy (1995) ,Adventure|Biography|Drama,"In 1713 Scotland, Rob Roy MacGregor is wronged by a nobleman and his nephew, becomes an outlaw in search of revenge while fleeing the Redcoats, and faces charges of being a Jacobite.",Michael Caton-Jones,Alan Sharp,Liam Neeson|Jessica Lange|John Hurt
152,Addiction Themes in the Movies             ,Talk-Show,Add a Plot »,,,Naomi Takeuchi
153,Batman Forever (1995) ,Action|Adventure,"Batman must battle former district attorney Harvey Dent, who is now Two-Face and Edward Nygma, The Riddler with help from an amorous psychologist and a young circus acrobat who becomes his sidekick, Robin.",Joel Schumacher,Bob Kane|Lee Batchler,Val Kilmer|Tommy Lee Jones|Jim Carrey
154,Belle de jour (1967) ,Drama|Romance,A frigid young housewife decides to spend her midweek afternoons as a prostitute.,Luis Buñuel,Joseph Kessel|Luis Buñuel,Catherine Deneuve|Jean Sorel|Michel Piccoli
155,Beyond Rangoon (1995) ,Action|Adventure|Drama,"Laura is trying to pick up the pieces of her life after the murder of her husband and son, and goes on vacation with her sister to Burma. After losing her passport at a political rally, she
                    ",John Boorman,Alex Lasker|Bill Rubenstein,Patricia Arquette|U Aung Ko|Frances McDormand
156,Blue in the Face (1995) ,Comedy,"Brooklyn Cigar Store is a neighborhood hangout in Brooklyn with Auggie Wren/H.Keitel as center. Some people are interviewed about Brooklyn, spiced up with statistics on Brooklyn.",Paul Auster|Wayne Wang,Paul Auster|Wayne Wang,Harvey Keitel|Lou Reed|Michael J. Fox
157,Canadian Bacon (1995) ,Comedy,"The U.S. President, low in the opinion polls, gets talked into raising his popularity by trying to start a cold war against Canada.",Michael Moore,Michael Moore,John Candy|Alan Alda|Rhea Perlman
158,Casper (1995) ,Comedy|Family|Fantasy,An afterlife therapist and his daughter meet a friendly young ghost when they move into a crumbling mansion in order to rid the premises of wicked spirits.,Brad Silberling,Joseph Oriolo|Sherri Stoner,Bill Pullman|Christina Ricci|Cathy Moriarty
159,Clockers (1995) ,Crime|Drama|Mystery,"Young drug pushers in the projects of Brooklyn live hard dangerous lives, trapped between their drug bosses and the detectives out to stop them.",Spike Lee,Richard Price|Richard Price,Harvey Keitel|John Turturro|Delroy Lindo
