MovielID,Name,Gnere,Introduction,Director,Writers,Stars
115,The Haunted World of Edward D. Wood Jr. (1995) ,Documentary|Biography,How was it possible that a movie like Plan 9 from Outer Space (1957) could be made? This documentary about Edward D. Wood Jr.'s masterpiece gives the answer.,Brett Thompson,Brett Thompson,Maila Nurmi|Dolores Fuller|Paul Marco
116,Cold Comfort Farm (1995) ,Comedy|Romance,"A recently orphaned young woman goes to live with eccentric relatives in Sussex, where she sets about improving their gloomy lives.",John Schlesinger,Malcolm Bradbury|Stella Gibbons,Eileen Atkins|Kate Beckinsale|Sheila Burrell
117,The Rock (1996) ,Action|Adventure|Thriller,"A mild-mannered chemist and an ex-con must lead the counterstrike when a rogue group of military men, led by a renegade general, threaten a nerve gas attack from Alcatraz against San Francisco.",Michael Bay,David Weisberg|Douglas Cook,Sean Connery|Nicolas Cage|Ed Harris
118,Twister (1996) ,Action|Adventure|Thriller,"Bill and Jo Harding, advanced storm chasers on the brink of divorce, must join together to create an advanced weather alert system by putting themselves in the cross-hairs of extremely violent tornadoes.",Jan de Bont,Michael Crichton|Anne-Marie Martin,Helen Hunt|Bill Paxton|Cary Elwes
119,Maya Lin: A Strong Clear Vision (1994) ,Documentary|Biography,A film about the work of the artist most famous for her monuments such as the Vietnam Memorial Wall and the Civil Rights Fountain Memorial.,Freida Lee Mock,Freida Lee Mock,Maya Lin
120,Striptease (1996) ,Comedy|Crime|Drama,A stripper and single mother gets dragged into a dangerous situation after a congressman takes a fancy to her.,Andrew Bergman,Carl Hiaasen|Andrew Bergman,Demi Moore|Burt Reynolds|Armand Assante
121,Independence Day (1996)             ,Comedy,,Rob Boor,Rob Boor,Rob Boor
122,The Cable Guy (1996) ,Comedy|Drama|Thriller,"A lonely and mentally disturbed cable guy raised on television just wants a new friend, but his target, a designer, rejects him, with bad consequences.",Ben Stiller,Lou Holtz Jr.,Jim Carrey|Matthew Broderick|Leslie Mann
123,The Frighteners (1996)             ,Talk-Show,,,,
124,Lone Star (1996) ,Drama|Mystery,"When the skeleton of his murdered predecessor is found, Sheriff Sam Deeds unearths many other long-buried secrets in his Texas border town.",John Sayles,John Sayles,Chris Cooper|Elizabeth Pe帽a|Stephen Mendillo
125,Phenomenon (1996) ,Drama|Fantasy|Romance,"An ordinary man sees a bright light descend from the sky, and discovers he now has super-intelligence and telekinesis.",Jon Turteltaub,Gerald Di Pego,John Travolta|Kyra Sedgwick|Forest Whitaker
126,The Spitfire Grill (1996) ,Drama,"Oscar-winner Ellen Burstyn (The Exorcist) headlines this critically praised drama about a young woman, just out of prison, who finds spiritual redemption working at a cafe in Maine.",Lee David Zlotoff,Lee David Zlotoff,Alison Elliott|Ellen Burstyn|Marcia Gay Harden
127,The Godfather (1972)             ,Comedy,,Rob Boor,Rob Boor,Rob Boor
128,Ging chaat goo si III: Chiu kup ging chaat (1992) ,Action|Comedy|Crime,A Hong Kong detective teams up with his female Red Chinese counterpart to stop a Chinese drug czar.,Stanley Tong,Edward Tang|Edward Tang,Jackie Chan|Michelle Yeoh|Maggie Cheung
129,Bound (1996) ,Crime|Thriller,Tough ex-con Corky and her lover Violet concoct a scheme to steal millions of stashed mob money and pin the blame on Violet's crooked boyfriend Caesar.,Lana Wachowski|Lilly Wachowski,Lilly Wachowski|Lana Wachowski,Jennifer Tilly|Gina Gershon|Joe Pantoliano
130,Kansas City (1996) ,Crime|Drama|Music,A pair of kidnappings expose the complex power dynamics within the corrupt and unpredictable workings of 1930s Kansas City.,Robert Altman,Robert Altman|Frank Barhydt,Jennifer Jason Leigh|Miranda Richardson|Harry Belafonte
131,Breakfast at Tiffany's (1961) ,Comedy|Drama|Romance,"A young New York socialite becomes interested in a young man who has moved into her apartment building, but her past threatens to get in the way.",Blake Edwards,Truman Capote|George Axelrod,Audrey Hepburn|George Peppard|Patricia Neal
132,The Wizard Of Oz (1939)             ,Comedy,,Rob Boor,Rob Boor,Rob Boor
133,Gone with the Wind (1939) ,Drama|History|Romance,A manipulative woman and a roguish man conduct a turbulent romance during the American Civil War and Reconstruction periods.,Victor Fleming|George Cukor,Margaret Mitchell|Sidney Howard,Clark Gable|Vivien Leigh|Thomas Mitchell
134,Citizen Kane (1941) ,Drama|Mystery,"Following the death of publishing tycoon Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance; 'Rosebud'.",Orson Welles,Herman J. Mankiewicz|Orson Welles,Orson Welles|Joseph Cotten|Dorothy Comingore
135,2001: A Space Odyssey (1968) ,Adventure|Sci-Fi,"After discovering a mysterious artifact buried beneath the Lunar surface, mankind sets off on a quest to find its origins with help from intelligent supercomputer H.A.L. 9000.",Stanley Kubrick,Stanley Kubrick|Arthur C. Clarke,Keir Dullea|Gary Lockwood|William Sylvester
136,Mr. Smith Goes to Washington (1939) ,Comedy|Drama,"A naive man is appointed to fill a vacancy in the United States Senate. His plans promptly collide with political corruption, but he doesn't back down.",Frank Capra,Sidney Buchman|Lewis R. Foster,James Stewart|Jean Arthur|Claude Rains
137,Big Night (1996) ,Drama|Romance,"New Jersey, 1950s. Two brothers run an Italian restaurant. Business is not going well as a rival Italian restaurant is out-competing them. In a final effort to save the restaurant, the brothers plan to put on an evening of incredible food.",Campbell Scott|Stanley Tucci,Stanley Tucci|Joseph Tropiano,Tony Shalhoub|Stanley Tucci|Marc Anthony
138,D3: The Mighty Ducks (1996) ,Action|Comedy|Drama,"The unruly team of hockey misfits grows up a bit and receives scholarships to a prestigious prep school, where they take on the snotty varsity team.",Robert Lieberman,Steven Brill|Kenneth Johnson,Emilio Estevez|Jeffrey Nordling|David Selby
139,The Love Bug (1968) ,Comedy|Family|Sport,A race car driver becomes a champion with a Volkswagen Beetle with a mind of its own.,Robert Stevenson,Bill Walsh|Don DaGradi,Dean Jones|Michele Lee|David Tomlinson
140,Homeward Bound: The Incredible Journey (1993) ,Adventure|Comedy|Drama,"A fun-loving American bulldog pup, a hilarious Himalayan cat, and a wise old golden retriever embark on a long trek through the rugged wilderness of the Sierra Nevada mountains in a quest to reach home and their beloved owners.",Duwayne Dunham,Sheila Burnford|Caroline Thompson,Michael J. Fox|Sally Field|Don Alder
141,"20,000 Leagues Under the Sea (1954) ",Adventure|Drama|Family,"A ship sent to investigate a wave of mysterious sinkings encounters the advanced submarine, the Nautilus, commanded by Captain Nemo.",Richard Fleischer,Earl Felton,Kirk Douglas|James Mason|Paul Lukas
142,Bedknobs and Broomsticks (1971) ,Animation|Adventure|Comedy,"An apprentice witch, three kids and a cynical magician conman search for the missing component to a magic spell to be used in the defense of Britain in World War II.",Robert Stevenson|Ward Kimball,Ralph Wright|Ted Berman,Angela Lansbury|David Tomlinson|Roddy McDowall
143,The Sound of Music: The Musical (2016) ,Musical,The musical is based on a true story about the von Trapp family who famously escaped the occupation of Austria by the Nazi's at the start of the Second World War. The von Trapp's were an …,Ralph Lawson,,Craig Urbani|Ethan Cole|Lynelle Kenned
144,Die Hard (1988) ,Action|Thriller,An NYPD officer tries to save his wife and several others taken hostage by German terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.,John McTiernan,Roderick Thorp|Jeb Stuart,Bruce Willis|Alan Rickman|Bonnie Bedelia
145,The Lawnmower Man (1992) ,Horror|Sci-Fi,A simple man is turned into a genius through the application of computer science.,Brett Leonard,Stephen King|Brett Leonard,Jeff Fahey|Pierce Brosnan|Jenny Wright
146,Unhook the Stars (1996) ,Drama|Romance,"After her abusive husband leaves, Monica asks her neighbor to look after her son while she's at work. Mildred's angry daughter's just moved out, so she's happy to have JJ.",Nick Cassavetes,Helen Caldwell|Nick Cassavetes,Gena Rowlands|Marisa Tomei|G茅rard Depardieu
147,The Long Kiss Goodnight (1996) ,Action|Crime|Drama,"Samantha Caine lives in a small town with her daughter. Eight years ago she emerged, two months pregnant, from a nearby river with no memory of her past or who she is. However, she's getting closer to finding out about her past.",Renny Harlin,Shane Black,Geena Davis|Samuel L. Jackson|Yvonne Zima
148,The Ghost and the Darkness (1996) ,Adventure|Drama|Thriller,A bridge engineer and an experienced old hunter begin a hunt for two lions after they start attacking local construction workers.,Stephen Hopkins,William Goldman,Michael Douglas|Val Kilmer|Tom Wilkinson
149,Jude (1996) ,Drama|Romance,"In late 1800s England, Jude plans to go to the city and attend university but marries early and becomes a stonemason. When his wife leaves, he moves to the city, where he befriends his liberal cousin Sue.",Michael Winterbottom,Hossein Amini|Thomas Hardy,Christopher Eccleston|Kate Winslet|Liam Cunningham
150,Swingers (1996) ,Comedy|Drama,"A wannabe actor has a hard time moving on from a break-up, but he is lucky to have supportive friends.",Doug Liman,Jon Favreau,Vince Vaughn|Heather Graham|Jon Favreau
151,Willy Wonka & the Chocolate Factory (1971) ,Family|Fantasy|Musical,A poor but hopeful boy seeks one of the five coveted golden tickets that will send him on a tour of Willy Wonka's mysterious chocolate factory.,Mel Stuart,Roald Dahl|Roald Dahl,Gene Wilder|Jack Albertson|Peter Ostrum
152,Sleeper (1973) ,Comedy|Sci-Fi,A nerdish store owner is revived out of cryostasis into a future world to fight an oppressive government.,Woody Allen,Woody Allen|Marshall Brickman,Woody Allen|Diane Keaton|John Beck
153,A Fish Called Wanda (1988) ,Comedy|Crime,"In London, four very different people team up to commit armed robbery, then try to doublecross each other for the loot.",Charles Crichton|John Cleese,John Cleese|Charles Crichton,John Cleese|Jamie Lee Curtis|Kevin Kline
154,Life of Brian (1979) ,Comedy,"Born on the original Christmas in the stable next door to Jesus Christ, Brian of Nazareth spends his life being mistaken for a messiah.",Terry Jones,Graham Chapman|John Cleese,Graham Chapman|John Cleese|Michael Palin
155,Dirty Dancing (1987) ,Drama|Music|Romance,"Spending the summer at a Catskills resort with her family, Frances ""Baby"" Houseman falls in love with the camp's dance instructor, Johnny Castle.",Emile Ardolino,Eleanor Bergstein,Patrick Swayze|Jennifer Grey|Jerry Orbach
156,Reservoir Dogs (1992) ,Crime|Drama|Thriller,"When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant.",Quentin Tarantino,Quentin Tarantino|Quentin Tarantino,Harvey Keitel|Tim Roth|Michael Madsen
157,Platoon (1986) ,Drama|War,"Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict.",Oliver Stone,Oliver Stone,Charlie Sheen|Tom Berenger|Willem Dafoe
158,Weekend at Bernie's (1989) ,Adventure|Comedy|Crime,"Two losers try to pretend that their murdered employer is really alive, leading the hitman to attempt to track him down to finish him off.",Ted Kotcheff,Robert Klane,Andrew McCarthy|Jonathan Silverman|Catherine Mary Stewart
159,Basic Instinct (1992) ,Drama|Mystery|Thriller,A violent police detective investigates a brutal murder that might involve a manipulative and seductive novelist.,Paul Verhoeven,Joe Eszterhas,Michael Douglas|Sharon Stone|George Dzundza
160,Glengarry Glen Ross (1992) ,Crime|Drama|Mystery,An examination of the machinations behind the scenes at a real estate office.,James Foley,David Mamet|David Mamet,Al Pacino|Jack Lemmon|Alec Baldwin
161,Top Gun (1986) ,Action|Drama,"As students at the United States Navy's elite fighter weapons school compete to be best in the class, one daring young pilot learns a few things from a civilian instructor that are not taught in the classroom.",Tony Scott,Jim Cash|Jack Epps Jr.,Tom Cruise|Tim Robbins|Kelly McGillis
162,On Golden Pond (1981) ,Drama,"Norman is a curmudgeon with an estranged relationship with his daughter Chelsea. At Golden Pond, he and his wife nevertheless agree to care for Billy, the son of Chelsea's new boyfriend, and a most unexpected relationship blooms.",Mark Rydell,Ernest Thompson|Ernest Thompson,Katharine Hepburn|Henry Fonda|Jane Fonda
163,The Return of the Pink Panther (1975) ,Comedy|Crime|Mystery,"Inspector Jacque Clouseau (Peter Sellers) is put on the case when the Pink Panther diamond is stolen, with the Phantom's trademark glove the only clue.",Blake Edwards,Frank Waldman|Blake Edwards,Peter Sellers|Christopher Plummer|Catherine Schell
164,The Abyss (1989) ,Adventure|Drama|Mystery,A civilian diving team is enlisted to search for a lost nuclear submarine and faces danger while encountering an alien aquatic species.,James Cameron,James Cameron,Ed Harris|Mary Elizabeth Mastrantonio|Michael Biehn
165,Jean de Florette (1986) ,Comedy|Drama,A greedy landowner and his backward nephew conspire to block the only water source for an adjoining property in order to bankrupt the owner and force him to sell.,Claude Berri,Claude Berri|G茅rard Brach,Yves Montand|G茅rard Depardieu|Daniel Auteuil
166,Manon des sources (1986) ,Drama,A beautiful but shy shepherdess plots vengeance on the men whose greedy conspiracy to acquire her father's land caused his death years earlier.,Claude Berri,Claude Berri|G茅rard Brach,Yves Montand|Emmanuelle B茅art|Daniel Auteuil
167,Private Benjamin (1980) ,Comedy|War,A sheltered young high-society woman joins the United States Army on a whim and finds herself in a trickier situation than she ever expected.,Howard Zieff,Nancy Meyers|Charles Shyer,Goldie Hawn|Eileen Brennan|Armand Assante
168,Monty Python and the Holy Grail (1975) ,Adventure|Comedy|Fantasy,"King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.",Terry Gilliam|Terry Jones,Graham Chapman|John Cleese,Graham Chapman|John Cleese|Eric Idle
169,The Wrong Trousers (1993) ,Animation|Short|Comedy,"Wallace lets out his spare room to a penguin. The penguin and Gromit, Wallace's dog, immediately don't see eye-to-eye. Meanwhile, Wallace has invented a giant pair of robotic trousers, designed to take Gromit for walks.",Nick Park,Nick Park|Bob Baker,Peter Sallis|Peter Hawkins
170,Nuovo Cinema Paradiso (1988) ,Drama|Romance,A filmmaker recalls his childhood when falling in love with the pictures at the cinema of his home village and forms a deep friendship with the cinema's projectionist.,Giuseppe Tornatore,Giuseppe Tornatore|Giuseppe Tornatore,Philippe Noiret|Enzo Cannavale|Antonella Attili
